"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00014040","1948-09-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  269","H,,S"
"ASN00014040","1948-09-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  274","H,,S"
"ASN00014040","1948-09-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  267","H,,S"
"ASN00014040","1948-09-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  274","H,,S"
"ASN00014040","1948-09-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  267","H,,S"
"ASN00014040","1948-09-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  270","H,,S"
"ASN00014040","1948-09-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  269","H,,S"
"ASN00014040","1948-09-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   71",",,S",,,,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","1948-09-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  274","H,,S"
"ASN00014040","1948-09-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  273","H,,S"
"ASN00014040","1948-09-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  278","H,,S"
"ASN00014040","1948-09-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  268","H,,S"
"ASN00014040","1948-09-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  269","H,,S"
"ASN00014040","1948-09-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  273","H,,S"
"ASN00014040","1948-09-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  271","H,,S"
"ASN00014040","1948-09-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","1948-09-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  273","H,,S"
"ASN00014040","1948-09-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  279","H,,S"
"ASN00014040","1948-09-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  279","H,,S"
"ASN00014040","1948-09-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  267","H,,S"
"ASN00014040","1948-09-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  277","H,,S"
"ASN00014040","1948-09-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","1948-09-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","1948-10-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  271","H,,S"
"ASN00014040","1948-10-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  283","H,,S"
"ASN00014040","1948-10-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","1948-10-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  282","H,,S"
"ASN00014040","1948-10-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","1948-10-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","1948-10-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  288","H,,S"
"ASN00014040","1948-10-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-10-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  283","H,,S"
"ASN00014040","1948-10-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  283","H,,S"
"ASN00014040","1948-10-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  284","H,,S"
"ASN00014040","1948-10-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    5",",,S",,,,,,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","1948-10-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S",,,,,,,,,,,,,,,,,"  297","H,,S"
"ASN00014040","1948-10-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","1948-10-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  298","H,,S"
"ASN00014040","1948-10-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  293","H,,S"
"ASN00014040","1948-10-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  292","H,,S"
"ASN00014040","1948-10-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  300","H,,S"
"ASN00014040","1948-10-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  289","H,,S"
"ASN00014040","1948-10-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  289","H,,S"
"ASN00014040","1948-10-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  292","H,,S"
"ASN00014040","1948-10-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","1948-10-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-10-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-10-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-10-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","1948-10-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  293","H,,S"
"ASN00014040","1948-10-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-10-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-10-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  297","H,,S"
"ASN00014040","1948-10-31","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-11-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-11-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  109",",,S",,,,,,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","1948-11-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   10",",,S",,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-11-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  298","H,,S"
"ASN00014040","1948-11-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  551",",,S",,,,,,,,,,,,,,,,,"  285","H,,S"
"ASN00014040","1948-11-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-11-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  292","H,,S"
"ASN00014040","1948-11-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-11-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-11-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  288","H,,S"
"ASN00014040","1948-11-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  304","H,,S"
"ASN00014040","1948-11-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  306","H,,S"
"ASN00014040","1948-11-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  303","H,,S"
"ASN00014040","1948-11-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  304","H,,S"
"ASN00014040","1948-11-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  303","H,,S"
"ASN00014040","1948-11-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  297","H,,S"
"ASN00014040","1948-11-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  283","H,,S"
"ASN00014040","1948-11-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  259",",,S",,,,,,,,,,,,,,,,,"  289","H,,S"
"ASN00014040","1948-11-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  266","H,,S"
"ASN00014040","1948-11-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  201",",,S",,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-11-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  300","H,,S"
"ASN00014040","1948-11-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    5",",,S",,,,,,,,,,,,,,,,,"  298","H,,S"
"ASN00014040","1948-11-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  288","H,,S"
"ASN00014040","1948-11-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  299","H,,S"
"ASN00014040","1948-11-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  302","H,,S"
"ASN00014040","1948-11-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  298","H,,S"
"ASN00014040","1948-11-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-11-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  140",",,S",,,,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","1948-11-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  259",",,S",,,,,,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","1948-11-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   41",",,S",,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-12-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S",,,,,,,,,,,,,,,,,"  250","H,,S"
"ASN00014040","1948-12-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  889",",,S",,,,,,,,,,,,,,,,,"  263","H,,S"
"ASN00014040","1948-12-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  160",",,S",,,,,,,,,,,,,,,,,"  278","H,,S"
"ASN00014040","1948-12-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   51",",,S",,,,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","1948-12-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   10",",,S",,,,,,,,,,,,,,,,,"  284","H,,S"
"ASN00014040","1948-12-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  285","H,,S"
"ASN00014040","1948-12-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  292","H,,S"
"ASN00014040","1948-12-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","1948-12-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  285","H,,S"
"ASN00014040","1948-12-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   51",",,S",,,,,,,,,,,,,,,,,"  293","H,,S"
"ASN00014040","1948-12-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  299","H,,S"
"ASN00014040","1948-12-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-12-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1948-12-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  304","H,,S"
"ASN00014040","1948-12-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-12-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","1948-12-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  201",",,S",,,,,,,,,,,,,,,,,"  288","H,,S"
"ASN00014040","1948-12-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S",,,,,,,,,,,,,,,,,"  301","H,,S"
"ASN00014040","1948-12-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   10",",,S",,,,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","1948-12-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   99",",,S",,,,,,,,,,,,,,,,,"  302","H,,S"
"ASN00014040","1948-12-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  280","H,,S"
"ASN00014040","1948-12-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","1948-12-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  119",",,S",,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1948-12-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   89",",,S",,,,,,,,,,,,,,,,,"  277","H,,S"
"ASN00014040","1948-12-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   99",",,S",,,,,,,,,,,,,,,,,"  282","H,,S"
"ASN00014040","1948-12-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  283","H,,S"
"ASN00014040","1948-12-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  170",",,S",,,,,,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","1948-12-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   10",",,S",,,,,,,,,,,,,,,,,"  279","H,,S"
"ASN00014040","1948-12-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S",,,,,,,,,,,,,,,,,"  271","H,,S"
"ASN00014040","1948-12-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   79",",,S",,,,,,,,,,,,,,,,,"  284","H,,S"
"ASN00014040","1948-12-31","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  279","H,,S"
"ASN00014040","1949-01-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S",,,,,,,,,,,,,,,,,"  299","H,,S"
"ASN00014040","1949-01-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1949-01-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    5",",,S",,,,,,,,,,,,,,,,,"  298","H,,S"
"ASN00014040","1949-01-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  285","H,,S"
"ASN00014040","1949-01-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  361",",,S",,,,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","1949-01-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S",,,,,,,,,,,,,,,,,"  274","H,,S"
"ASN00014040","1949-01-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  130",",,S",,,,,,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","1949-01-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  306","H,,S"
"ASN00014040","1949-01-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  306","H,,S"
"ASN00014040","1949-01-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  251","H,,S"
"ASN00014040","1949-01-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  211",",,S",,,,,,,,,,,,,,,,,"  301","H,,S"
"ASN00014040","1949-01-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  302","H,,S"
"ASN00014040","1949-01-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  304","H,,S"
"ASN00014040","1949-01-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  302","H,,S"
"ASN00014040","1949-01-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1949-01-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   51",",,S",,,,,,,,,,,,,,,,,"  289","H,,S"
"ASN00014040","1949-01-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  267","H,,S"
"ASN00014040","1949-01-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  231",",,S",,,,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","1949-01-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  531",",,S",,,,,,,,,,,,,,,,,"  277","H,,S"
"ASN00014040","1949-01-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S",,,,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","1949-01-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   41",",,S",,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1949-01-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  302","H,,S"
"ASN00014040","1949-01-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1949-01-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   30",",,S",,,,,,,,,,,,,,,,,"  293","H,,S"
"ASN00014040","1949-01-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  150",",,S",,,,,,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","1949-01-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   71",",,S",,,,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","1949-01-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    3",",,S",,,,,,,,,,,,,,,,,"  297","H,,S"
"ASN00014040","1949-01-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","1949-01-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  201",",,S",,,,,,,,,,,,,,,,,"  284","H,,S"
"ASN00014040","1949-01-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    5",",,S",,,,,,,,,,,,,,,,,"  292","H,,S"
"ASN00014040","1949-01-31","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    5",",,S",,,,,,,,,,,,,,,,,"  273","H,,S"
"ASN00014040","1949-02-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   41",",,S",,,,,,,,,,,,,,,,,"  270","H,,S"
"ASN00014040","1949-02-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  170",",,S",,,,,,,,,,,,,,,,,"  279","H,,S"
"ASN00014040","1949-02-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    3",",,S",,,,,,,,,,,,,,,,,"  284","H,,S"
"ASN00014040","1949-02-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  298","H,,S"
"ASN00014040","1949-02-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1949-02-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","1949-02-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  299","H,,S"
"ASN00014040","1949-02-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","1949-02-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  221",",,S",,,,,,,,,,,,,,,,,"  282","H,,S"
"ASN00014040","1949-02-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","1949-02-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  293","H,,S"
"ASN00014040","1949-02-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  191",",,S",,,,,,,,,,,,,,,,,"  277","H,,S"
"ASN00014040","1949-02-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  269",",,S",,,,,,,,,,,,,,,,,"  264","H,,S"
"ASN00014040","1949-02-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  630",",,S",,,,,,,,,,,,,,,,,"  245","H,,S"
"ASN00014040","1949-02-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS"," 1379",",,S",,,,,,,,,,,,,,,,,"  258","H,,S"
"ASN00014040","1949-02-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  409",",,S",,,,,,,,,,,,,,,,,"  249","H,,S"
"ASN00014040","1949-02-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  290",",,S",,,,,,,,,,,,,,,,,"  262","H,,S"
"ASN00014040","1949-02-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  500",",,S",,,,,,,,,,,,,,,,,"  257","H,,S"
"ASN00014040","1949-02-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  899",",,S",,,,,,,,,,,,,,,,,"  262","H,,S"
"ASN00014040","1949-02-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  290",",,S",,,,,,,,,,,,,,,,,"  267","H,,S"
"ASN00014040","1949-02-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   41",",,S",,,,,,,,,,,,,,,,,"  278","H,,S"
"ASN00014040","1949-02-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  278","H,,S"
"ASN00014040","1949-02-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   89",",,S",,,,,,,,,,,,,,,,,"  253","H,,S"
